panel,support,transform,bootstrap_unit,target_a,target_b,full_map_correlation,full_map_sign,full_map_top_decile,bootstrap_sign_matches_full_fraction,bootstrap_top_decile_inclusion_fraction,repeats,valid_repeats,seed
PKIS2,informative_profiles,two_way_centered,ligand,ABL1,IGF1R,-0.3332867990447403,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,ABL1,JAK2,-0.28681271056741625,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,ABL1,KDR,0.36481312928135157,1,True,1.0,0.995,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,ABL1,KIT,0.2510980050509279,1,True,1.0,0.423,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,ABL1,LCK,0.32271567451114214,1,True,1.0,0.937,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,ABL1,MAP2K1,-0.05180867783393525,-1,False,0.863,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,ABL1,MAPK1,-0.2708392643980957,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,ABL1,MAPK14,-0.07124764388100244,-1,False,0.959,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,ABL1,MAPKAPK2,-0.3373834469975352,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,ABL1,MET,0.05701928506277561,1,False,0.893,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,ABL1,PLK1,-0.24048724041126507,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,ABL1,PTK2,-0.13183597587919144,-1,False,0.998,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,ABL1,ROCK1,-0.29557896929964533,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,ABL1,SRC,0.24876568329315688,1,False,1.0,0.396,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,AKT1,AKT2,0.686636050875809,1,True,1.0,1.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,AKT1,CDK2,0.03086694614563416,1,False,0.713,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,AKT1,CSF1R,-0.34795225005286556,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,AKT1,EGFR,-0.03625659036805593,-1,False,0.8095,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,AKT1,FGFR1,0.06577987104062005,1,False,0.849,0.0015,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,AKT1,IGF1R,0.06003073887129888,1,False,0.8705,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,AKT1,JAK2,0.055273998355588355,1,False,0.8635,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,AKT1,KDR,-0.34204721489976264,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,AKT1,KIT,-0.3704092108012998,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,AKT1,LCK,-0.3867695540560204,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,AKT1,MAP2K1,-0.04418116777402536,-1,False,0.817,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,AKT1,MAPK1,0.3381391336609722,1,True,1.0,0.911,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,AKT1,MAPK14,-0.039162802393672466,-1,False,0.796,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,AKT1,MAPKAPK2,0.20456034786072444,1,False,1.0,0.179,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,AKT1,MET,-0.18576884514205105,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,AKT1,PLK1,0.1297157761434034,1,False,0.9975,0.0035,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,AKT1,PTK2,0.14308789124581117,1,False,0.998,0.0205,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,AKT1,ROCK1,0.3580251622496612,1,True,1.0,0.972,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,AKT1,SRC,-0.2974443934200313,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,AKT2,CDK2,0.11044538468798906,1,False,0.9805,0.0045,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,AKT2,CSF1R,-0.32611480294396566,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,AKT2,EGFR,0.003757227162239137,1,False,0.5175,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,AKT2,FGFR1,-0.021444586507252512,-1,False,0.6675,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,AKT2,IGF1R,0.15487750206001014,1,False,0.996,0.035,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,AKT2,JAK2,-0.002594003215530046,-1,False,0.5175,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,AKT2,KDR,-0.37119479087313717,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,AKT2,KIT,-0.33464844540616634,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,AKT2,LCK,-0.3522831366065199,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,AKT2,MAP2K1,-0.048111761770244024,-1,False,0.8425,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,AKT2,MAPK1,0.33892095708905606,1,True,1.0,0.9385,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,AKT2,MAPK14,-0.005276944947184708,-1,False,0.5505,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,AKT2,MAPKAPK2,0.3657430434000054,1,True,1.0,0.9785,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,AKT2,MET,-0.15743392327758474,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,AKT2,PLK1,0.08742568345802877,1,False,0.9845,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,AKT2,PTK2,0.0647862553789543,1,False,0.899,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,AKT2,ROCK1,0.253278277135782,1,True,1.0,0.469,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,AKT2,SRC,-0.28224710990193713,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,CDK2,CSF1R,-0.35556450494635417,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,CDK2,EGFR,-0.10362180746603268,-1,False,0.9955,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,CDK2,FGFR1,-0.03845879986355832,-1,False,0.7725,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,CDK2,IGF1R,0.1868643591114786,1,False,0.999,0.115,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,CDK2,JAK2,0.012824621203616176,1,False,0.6055,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,CDK2,KDR,-0.17859580932623464,-1,False,0.9995,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,CDK2,KIT,-0.22223745668457848,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,CDK2,LCK,-0.2791571805191738,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,CDK2,MAP2K1,0.015668020391570964,1,False,0.6315,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,CDK2,MAPK1,0.24434969710291055,1,False,1.0,0.416,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,CDK2,MAPK14,-0.01920031116054062,-1,False,0.685,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,CDK2,MAPKAPK2,0.19952639609103184,1,False,1.0,0.128,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,CDK2,MET,0.000559359659538794,1,False,0.4955,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,CDK2,PLK1,0.1581226936076609,1,False,1.0,0.025,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,CDK2,PTK2,0.2344324924605241,1,False,1.0,0.3275,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,CDK2,ROCK1,-0.07362540829617842,-1,False,0.9495,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,CDK2,SRC,-0.16524982168358068,-1,False,0.9975,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,CSF1R,EGFR,-0.1587346039083457,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,CSF1R,FGFR1,-0.06702503617246527,-1,False,0.8955,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,CSF1R,IGF1R,-0.3098127314246622,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,CSF1R,JAK2,-0.17970961746609393,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,CSF1R,KDR,0.4949322291202619,1,True,1.0,1.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,CSF1R,KIT,0.6821092274747942,1,True,1.0,1.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,CSF1R,LCK,0.31211844181591947,1,True,1.0,0.887,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,CSF1R,MAP2K1,-0.21610882648762347,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,CSF1R,MAPK1,-0.4275353161445892,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,CSF1R,MAPK14,-0.13671571230235702,-1,False,0.9995,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,CSF1R,MAPKAPK2,-0.33252152400281776,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,CSF1R,MET,-0.012715695085859399,-1,False,0.5995,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,CSF1R,PLK1,-0.36103503957994476,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,CSF1R,PTK2,-0.346446130896711,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,CSF1R,ROCK1,-0.22682667106603588,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,CSF1R,SRC,0.13348558366887892,1,False,0.9955,0.0015,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,EGFR,FGFR1,-0.18858498159705264,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,EGFR,IGF1R,0.03143653434472934,1,False,0.794,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,EGFR,JAK2,-0.13183642367474452,-1,False,0.999,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,EGFR,KDR,-0.22707938882014994,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,EGFR,KIT,-0.14077069857086666,-1,False,0.9995,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,EGFR,LCK,0.21346916333110214,1,False,1.0,0.1915,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,EGFR,MAP2K1,0.10617450341866089,1,False,0.9915,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,EGFR,MAPK1,-0.03276302553904182,-1,False,0.7625,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,EGFR,MAPK14,0.08923196961268881,1,False,0.993,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,EGFR,MAPKAPK2,0.08188774523927625,1,False,0.9865,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,EGFR,MET,-0.17008111202941126,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,EGFR,PLK1,-0.04982661292887873,-1,False,0.911,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,EGFR,PTK2,-0.24950030515126348,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,EGFR,ROCK1,-0.08831238740328164,-1,False,0.9835,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,EGFR,SRC,0.10868052176750687,1,False,0.997,0.001,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,FGFR1,IGF1R,0.004248910495458443,1,False,0.547,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,FGFR1,JAK2,0.05878570250815716,1,False,0.903,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,FGFR1,KDR,0.13803104944533712,1,False,0.9875,0.021,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,FGFR1,KIT,-0.12246744763794286,-1,False,0.997,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,FGFR1,LCK,-0.09802822443173283,-1,False,0.973,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,FGFR1,MAP2K1,-0.13478868474553207,-1,False,0.995,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,FGFR1,MAPK1,-0.06844866023159082,-1,False,0.898,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,FGFR1,MAPK14,-0.09384376304930402,-1,False,0.984,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,FGFR1,MAPKAPK2,-0.1916459756350172,-1,False,0.9995,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,FGFR1,MET,0.02175017330337142,1,False,0.6725,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,FGFR1,PLK1,0.02956429989684224,1,False,0.737,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,FGFR1,PTK2,0.10817507160854593,1,False,0.98,0.013,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,FGFR1,ROCK1,-0.0799178151767588,-1,False,0.9415,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,FGFR1,SRC,0.018917554061044943,1,False,0.6245,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,IGF1R,JAK2,-0.05971381049501993,-1,False,0.889,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,IGF1R,KDR,-0.24139005651308815,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,IGF1R,KIT,-0.3222171056567682,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,IGF1R,LCK,-0.32225493634779967,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,IGF1R,MAP2K1,0.1376223300805015,1,False,0.998,0.007,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,IGF1R,MAPK1,0.28873516610061384,1,True,1.0,0.731,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,IGF1R,MAPK14,0.03776209863125684,1,False,0.794,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,IGF1R,MAPKAPK2,0.29360064806175323,1,True,1.0,0.7565,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,IGF1R,MET,0.14436064365389994,1,False,0.9965,0.0215,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,IGF1R,PLK1,0.14825960251840856,1,False,1.0,0.0075,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,IGF1R,PTK2,0.23544425849366427,1,False,1.0,0.346,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,IGF1R,ROCK1,-0.043323380074561324,-1,False,0.8245,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,IGF1R,SRC,-0.19586886828935673,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,JAK2,KDR,-0.12334803314886729,-1,False,0.9975,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,JAK2,KIT,-0.15948384220303025,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,JAK2,LCK,-0.19511466233004127,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,JAK2,MAP2K1,-0.05944543156581476,-1,False,0.9275,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,JAK2,MAPK1,-0.03599262625468459,-1,False,0.807,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,JAK2,MAPK14,-0.25225665462870617,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,JAK2,MAPKAPK2,-0.09766797847558961,-1,False,0.996,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,JAK2,MET,0.003694750868532369,1,False,0.548,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,JAK2,PLK1,0.042311989292835236,1,False,0.8815,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,JAK2,PTK2,0.18396177888975784,1,False,1.0,0.0635,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,JAK2,ROCK1,0.2668867490474018,1,True,1.0,0.5695,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,JAK2,SRC,-0.11599932417559819,-1,False,0.9965,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,KDR,KIT,0.3880490172157872,1,True,1.0,1.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,KDR,LCK,0.11955391291188366,1,False,0.988,0.001,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,KDR,MAP2K1,-0.15797567018884368,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,KDR,MAPK1,-0.3935746798560205,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,KDR,MAPK14,-0.16153165192051405,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,KDR,MAPKAPK2,-0.35361348575624424,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,KDR,MET,0.07622184502659896,1,False,0.9385,0.0005,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,KDR,PLK1,-0.23265273722034285,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,KDR,PTK2,-0.1533144383527139,-1,False,0.998,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,KDR,ROCK1,-0.22967484917155898,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,KDR,SRC,0.056872677657614015,1,False,0.8195,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,KIT,LCK,0.29874029843365485,1,True,1.0,0.8555,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,KIT,MAP2K1,-0.17998024693933795,-1,False,0.9995,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,KIT,MAPK1,-0.3838246700103654,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,KIT,MAPK14,-0.13369592021637414,-1,False,0.9985,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,KIT,MAPKAPK2,-0.2834872783926228,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,KIT,MET,-0.05997249273686396,-1,False,0.911,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,KIT,PLK1,-0.34559172508245223,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,KIT,PTK2,-0.35453963032377334,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,KIT,ROCK1,-0.27485703283435814,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,KIT,SRC,0.1287096431142457,1,False,0.998,0.0005,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,LCK,MAP2K1,-0.10225416617251865,-1,False,0.955,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,LCK,MAPK1,-0.4114845761201768,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,LCK,MAPK14,-0.03796577460345512,-1,False,0.817,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,LCK,MAPKAPK2,-0.31448642029009977,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,LCK,MET,-0.06257940391447796,-1,False,0.899,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,LCK,PLK1,-0.31009753262504286,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,LCK,PTK2,-0.3711982807008052,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,LCK,ROCK1,-0.2892185111565332,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,LCK,SRC,0.5373616014559226,1,True,1.0,1.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,MAP2K1,MAPK1,0.14577972191431385,1,False,0.996,0.0345,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,MAP2K1,MAPK14,-0.0868275481840381,-1,False,0.994,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,MAP2K1,MAPKAPK2,0.050851573415707,1,False,0.875,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,MAP2K1,MET,-0.10436348242761202,-1,False,0.991,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,MAP2K1,PLK1,0.11208117175820073,1,False,0.995,0.0015,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,MAP2K1,PTK2,0.03740403991983848,1,False,0.782,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,MAP2K1,ROCK1,-0.018803449536979374,-1,False,0.6675,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,MAP2K1,SRC,-0.06779593143444779,-1,False,0.911,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,MAPK1,MAPK14,0.000939198060719101,1,False,0.4995,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,MAPK1,MAPKAPK2,0.41634948204064937,1,True,1.0,0.9995,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,MAPK1,MET,-0.030878331286155747,-1,False,0.73,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,MAPK1,PLK1,0.20501272546935811,1,False,1.0,0.117,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,MAPK1,PTK2,0.31605774083842464,1,True,1.0,0.8885,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,MAPK1,ROCK1,0.05298585828604863,1,False,0.885,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,MAPK1,SRC,-0.30410646942089403,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,MAPK14,MAPKAPK2,0.078055938824687,1,False,0.9635,0.0005,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,MAPK14,MET,-0.08799606942998386,-1,False,0.9825,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,MAPK14,PLK1,-0.08981052050579649,-1,False,0.994,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,MAPK14,PTK2,-0.1332163086240511,-1,False,0.9985,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,MAPK14,ROCK1,-0.10576677660877937,-1,False,0.999,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,MAPK14,SRC,-0.06201920770973206,-1,False,0.9265,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,MAPKAPK2,MET,-0.0068316351119821605,-1,False,0.5725,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,MAPKAPK2,PLK1,0.12457700450511726,1,False,0.9975,0.001,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,MAPKAPK2,PTK2,0.021597416053548407,1,False,0.657,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,MAPKAPK2,ROCK1,0.11009570515138312,1,False,0.991,0.0005,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,MAPKAPK2,SRC,-0.33625147107187153,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,MET,PLK1,-0.013614119114508726,-1,False,0.624,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,MET,PTK2,0.20249961889211376,1,False,0.9995,0.188,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,MET,ROCK1,-0.2005315912766126,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,MET,SRC,-0.1140119985209535,-1,False,0.9855,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,PLK1,PTK2,0.23474559933751743,1,False,0.9995,0.3385,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,PLK1,ROCK1,0.08156487898142929,1,False,0.9775,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,PLK1,SRC,-0.2366580880785168,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,PTK2,ROCK1,0.01666581428676569,1,False,0.6495,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,PTK2,SRC,-0.2706340501564001,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,ligand,ROCK1,SRC,-0.19439876639340092,-1,False,1.0,0.0,2000,2000,21360890
PKIS2,informative_profiles,two_way_centered,butina_cluster,ABL1,AKT1,-0.35885384966149425,-1,False,1.0,0.0,2000,2000,21360891
PKIS2,informative_profiles,two_way_centered,butina_cluster,ABL1,AKT2,-0.43399047809275476,-1,False,1.0,0.0,2000,2000,21360891
