workbook_compound_index_1based,workbook_excel_column_1based,workbook_compound_name,workbook_cas,complete_fixed21,missing_fixed21_targets,pubchem_cas_query,pubchem_cas_query_cids,pubchem_name_query,pubchem_name_query_cids,pubchem_cas_query_url,pubchem_name_query_url,pubchem_cid,resolution_status,resolution_ambiguity,resolution_decision,pubchem_access_date,candidate_pubchem_cids,candidate_pubchem_inchikeys,candidate_connectivity_blocks,pubchem_smiles,pubchem_connectivity_smiles,pubchem_inchikey,pubchem_iupac_name,rdkit_standard_inchikey,rdkit_connectivity,rdkit_canonical_isomeric_smiles,rdkit_canonical_nonisomeric_smiles,structure_fragment_count,pubchem_rdkit_inchikey_agree,structure_usable,candidate_only_connectivity_blocks,de_leakage_connectivity_blocks
24,25,"Cdk1 Inhibitor, CGP74514A",190654-01-4,True,,190654-01-4,9908173,"Cdk1 Inhibitor, CGP74514A",,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/190654-01-4/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Cdk1%20Inhibitor%2C%20CGP74514A/cids/JSON,9908173,resolved_unique_cas_name_not_found,False,cas_unique,2026-08-10,9908173,UTBSBSOBZHXMHI-CABCVRRESA-N,UTBSBSOBZHXMHI,CCN1C=NC2=C(N=C(N=C21)N[C@H]3CCCC[C@H]3N)NC4=CC(=CC=C4)Cl,CCN1C=NC2=C(N=C(N=C21)NC3CCCCC3N)NC4=CC(=CC=C4)Cl,UTBSBSOBZHXMHI-CABCVRRESA-N,"2-N-[(1S,2R)-2-aminocyclohexyl]-6-N-(3-chlorophenyl)-9-ethylpurine-2,6-diamine",UTBSBSOBZHXMHI-CABCVRRESA-N,UTBSBSOBZHXMHI,CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@H]3CCCC[C@H]3N)nc21,CCn1cnc2c(Nc3cccc(Cl)c3)nc(NC3CCCCC3N)nc21,1,True,True,,UTBSBSOBZHXMHI
25,26,Cdk1/2 Inhibitor III,443798-55-8,True,,443798-55-8,5330812,Cdk1/2 Inhibitor III,,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/443798-55-8/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Cdk1%2F2%20Inhibitor%20III/cids/JSON,5330812,resolved_unique_cas_name_not_found,False,cas_unique,2026-08-10,5330812,ARIOBGGRZJITQX-UHFFFAOYSA-N,ARIOBGGRZJITQX,C1=CC(=C(C(=C1)F)NC(=S)N2C(=NC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N)N)F,C1=CC(=C(C(=C1)F)NC(=S)N2C(=NC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N)N)F,ARIOBGGRZJITQX-UHFFFAOYSA-N,"5-amino-N-(2,6-difluorophenyl)-3-(4-sulfamoylanilino)-1,2,4-triazole-1-carbothioamide",ARIOBGGRZJITQX-UHFFFAOYSA-N,ARIOBGGRZJITQX,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=S)Nc1c(F)cccc1F,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=S)Nc1c(F)cccc1F,1,True,True,,ARIOBGGRZJITQX
26,27,Cdk1/5 Inhibitor,40254-90-8,True,,40254-90-8,438981,Cdk1/5 Inhibitor,,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/40254-90-8/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Cdk1%2F5%20Inhibitor/cids/JSON,438981,resolved_unique_cas_name_not_found,False,cas_unique,2026-08-10,438981,DWHVZCLBMTZRQM-UHFFFAOYSA-N,DWHVZCLBMTZRQM,C1=CC2=NC3=C(NN=C3N=C2C=C1)N,C1=CC2=NC3=C(NN=C3N=C2C=C1)N,DWHVZCLBMTZRQM-UHFFFAOYSA-N,"2H-pyrazolo[4,3-b]quinoxalin-3-amine",DWHVZCLBMTZRQM-UHFFFAOYSA-N,DWHVZCLBMTZRQM,Nc1[nH]nc2nc3ccccc3nc12,Nc1[nH]nc2nc3ccccc3nc12,1,True,True,,DWHVZCLBMTZRQM
27,28,"Casein Kinase I Inhibitor, D4476",301836-43-1,True,,301836-43-1,6419753,"Casein Kinase I Inhibitor, D4476",,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/301836-43-1/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Casein%20Kinase%20I%20Inhibitor%2C%20D4476/cids/JSON,6419753,resolved_unique_cas_name_not_found,False,cas_unique,2026-08-10,6419753,DPDZHVCKYBCJHW-UHFFFAOYSA-N,DPDZHVCKYBCJHW,C1COC2=C(O1)C=CC(=C2)C3=C(NC(=N3)C4=CC=C(C=C4)C(=O)N)C5=CC=CC=N5,C1COC2=C(O1)C=CC(=C2)C3=C(NC(=N3)C4=CC=C(C=C4)C(=O)N)C5=CC=CC=N5,DPDZHVCKYBCJHW-UHFFFAOYSA-N,"4-[4-(2,3-dihydro-1,4-benzodioxin-6-yl)-5-pyridin-2-yl-1H-imidazol-2-yl]benzamide",DPDZHVCKYBCJHW-UHFFFAOYSA-N,DPDZHVCKYBCJHW,NC(=O)c1ccc(-c2nc(-c3ccc4c(c3)OCCO4)c(-c3ccccn3)[nH]2)cc1,NC(=O)c1ccc(-c2nc(-c3ccc4c(c3)OCCO4)c(-c3ccccn3)[nH]2)cc1,1,True,True,,DPDZHVCKYBCJHW
28,29,"Casein Kinase II Inhibitor III, TBCA",934358-00-6,True,,934358-00-6,16760346,"Casein Kinase II Inhibitor III, TBCA",16760346;54326593,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/934358-00-6/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Casein%20Kinase%20II%20Inhibitor%20III%2C%20TBCA/cids/JSON,16760346,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,16760346;54326593,SVJQCVOKYJWUBC-OWOJBTEDSA-N;SVJQCVOKYJWUBC-UHFFFAOYSA-N,SVJQCVOKYJWUBC,C1=C(C(=C(C(=C1Br)Br)Br)Br)/C=C/C(=O)O,C1=C(C(=C(C(=C1Br)Br)Br)Br)C=CC(=O)O,SVJQCVOKYJWUBC-OWOJBTEDSA-N,"(E)-3-(2,3,4,5-tetrabromophenyl)prop-2-enoic acid",SVJQCVOKYJWUBC-OWOJBTEDSA-N,SVJQCVOKYJWUBC,O=C(O)/C=C/c1cc(Br)c(Br)c(Br)c1Br,O=C(O)C=Cc1cc(Br)c(Br)c(Br)c1Br,1,True,True,,SVJQCVOKYJWUBC
29,30,Cdk4 Inhibitor,546102-60-7,True,,546102-60-7,5330797,Cdk4 Inhibitor,5330797,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/546102-60-7/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Cdk4%20Inhibitor/cids/JSON,5330797,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,5330797,NMFKDDRQSNVETB-UHFFFAOYSA-N,NMFKDDRQSNVETB,C1=CC=C2C(=C1)C3=C4C(=C5C6=C(C=C(C=C6)Br)NC5=C3N2)C(=O)NC4=O,C1=CC=C2C(=C1)C3=C4C(=C5C6=C(C=C(C=C6)Br)NC5=C3N2)C(=O)NC4=O,NMFKDDRQSNVETB-UHFFFAOYSA-N,"6-bromo-3,13,23-triazahexacyclo[14.7.0.02,10.04,9.011,15.017,22]tricosa-1,4(9),5,7,10,15,17,19,21-nonaene-12,14-dione",NMFKDDRQSNVETB-UHFFFAOYSA-N,NMFKDDRQSNVETB,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3cc(Br)ccc3c21,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3cc(Br)ccc3c21,1,True,True,,NMFKDDRQSNVETB
30,31,Cdk4 Inhibitor II NSC 625987,141992-47-4,True,,141992-47-4,3004085,Cdk4 Inhibitor II NSC 625987,,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/141992-47-4/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Cdk4%20Inhibitor%20II%20NSC%20625987/cids/JSON,3004085,resolved_unique_cas_name_not_found,False,cas_unique,2026-08-10,3004085,KFAKESMKRPNZTM-UHFFFAOYSA-N,KFAKESMKRPNZTM,COC1=C2C(=C(C=C1)OC)NC3=CC=CC=C3C2=S,COC1=C2C(=C(C=C1)OC)NC3=CC=CC=C3C2=S,KFAKESMKRPNZTM-UHFFFAOYSA-N,"1,4-dimethoxy-10H-acridine-9-thione",KFAKESMKRPNZTM-UHFFFAOYSA-N,KFAKESMKRPNZTM,COc1ccc(OC)c2c(=S)c3ccccc3[nH]c12,COc1ccc(OC)c2c(=S)c3ccccc3[nH]c12,1,True,True,,KFAKESMKRPNZTM
31,32,Cdk4 Inhibitor III,265312-55-8,True,,265312-55-8,481747,Cdk4 Inhibitor III,481747,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/265312-55-8/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Cdk4%20Inhibitor%20III/cids/JSON,481747,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,481747,HFPLHASLIOXVGS-UHFFFAOYSA-N,HFPLHASLIOXVGS,CC1=CC=C(C=C1)NC2=CC(=O)C3=C(C2=O)N=C(S3)C,CC1=CC=C(C=C1)NC2=CC(=O)C3=C(C2=O)N=C(S3)C,HFPLHASLIOXVGS-UHFFFAOYSA-N,"2-methyl-5-(4-methylanilino)-1,3-benzothiazole-4,7-dione",HFPLHASLIOXVGS-UHFFFAOYSA-N,HFPLHASLIOXVGS,Cc1ccc(NC2=CC(=O)c3sc(C)nc3C2=O)cc1,Cc1ccc(NC2=CC(=O)c3sc(C)nc3C2=O)cc1,1,True,True,,HFPLHASLIOXVGS
32,33,"Cdc2-Like Kinase Inhibitor, TG003",300801-52-9,True,,300801-52-9,647991;1893667;1893668,"Cdc2-Like Kinase Inhibitor, TG003",,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/300801-52-9/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Cdc2-Like%20Kinase%20Inhibitor%2C%20TG003/cids/JSON,,unresolved_ambiguous_cas,True,nonunique_intersection,2026-08-10,647991;1893667;1893668,BGVLELSCIHASRV-NTUHNPAUSA-N;BGVLELSCIHASRV-QPEQYQDCSA-N;BGVLELSCIHASRV-UHFFFAOYSA-N,BGVLELSCIHASRV,,,,,,,,,,False,False,BGVLELSCIHASRV,BGVLELSCIHASRV
33,34,Cdk/Crk Inhibitor,784211-09-2,True,,784211-09-2,135473382,Cdk/Crk Inhibitor,,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/784211-09-2/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Cdk%2FCrk%20Inhibitor/cids/JSON,135473382,resolved_unique_cas_name_not_found,False,cas_unique,2026-08-10,135473382,RSQPNXBTPUXMQN-UHFFFAOYSA-N,RSQPNXBTPUXMQN,CC(C)C1=NN(C2=C1C(=O)NC(=N2)CC3=CC=C(C=C3)OCCO)C4=C(C=CC=C4Cl)Cl,CC(C)C1=NN(C2=C1C(=O)NC(=N2)CC3=CC=C(C=C3)OCCO)C4=C(C=CC=C4Cl)Cl,RSQPNXBTPUXMQN-UHFFFAOYSA-N,"1-(2,6-dichlorophenyl)-6-[[4-(2-hydroxyethoxy)phenyl]methyl]-3-propan-2-yl-5H-pyrazolo[5,4-d]pyrimidin-4-one",RSQPNXBTPUXMQN-UHFFFAOYSA-N,RSQPNXBTPUXMQN,CC(C)c1nn(-c2c(Cl)cccc2Cl)c2nc(Cc3ccc(OCCO)cc3)[nH]c(=O)c12,CC(C)c1nn(-c2c(Cl)cccc2Cl)c2nc(Cc3ccc(OCCO)cc3)[nH]c(=O)c12,1,True,True,,RSQPNXBTPUXMQN
34,35,Chelerythrine Chloride,3895-92-9,True,,3895-92-9,72311,Chelerythrine Chloride,72311,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/3895-92-9/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Chelerythrine%20Chloride/cids/JSON,72311,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,72311,WEEFNMFMNMASJY-UHFFFAOYSA-M,WEEFNMFMNMASJY,C[N+]1=C2C(=C3C=CC(=C(C3=C1)OC)OC)C=CC4=CC5=C(C=C42)OCO5.[Cl-],C[N+]1=C2C(=C3C=CC(=C(C3=C1)OC)OC)C=CC4=CC5=C(C=C42)OCO5.[Cl-],WEEFNMFMNMASJY-UHFFFAOYSA-M,"1,2-dimethoxy-12-methyl-[1,3]benzodioxolo[5,6-c]phenanthridin-12-ium chloride",WEEFNMFMNMASJY-UHFFFAOYSA-M,WEEFNMFMNMASJY,COc1ccc2c(c[n+](C)c3c4cc5c(cc4ccc23)OCO5)c1OC.[Cl-],COc1ccc2c(c[n+](C)c3c4cc5c(cc4ccc23)OCO5)c1OC.[Cl-],2,True,True,,WEEFNMFMNMASJY
35,36,Chk2 Inhibitor II,516480-79-8,True,,516480-79-8,9969021,Chk2 Inhibitor II,9969021,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/516480-79-8/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Chk2%20Inhibitor%20II/cids/JSON,9969021,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,9969021,UXGJAOIJSROTTN-UHFFFAOYSA-N,UXGJAOIJSROTTN,C1=CC(=CC=C1C2=NC3=C(N2)C=C(C=C3)C(=O)N)OC4=CC=C(C=C4)Cl,C1=CC(=CC=C1C2=NC3=C(N2)C=C(C=C3)C(=O)N)OC4=CC=C(C=C4)Cl,UXGJAOIJSROTTN-UHFFFAOYSA-N,2-[4-(4-chlorophenoxy)phenyl]-3H-benzimidazole-5-carboxamide,UXGJAOIJSROTTN-UHFFFAOYSA-N,UXGJAOIJSROTTN,NC(=O)c1ccc2nc(-c3ccc(Oc4ccc(Cl)cc4)cc3)[nH]c2c1,NC(=O)c1ccc2nc(-c3ccc(Oc4ccc(Cl)cc4)cc3)[nH]c2c1,1,True,True,,UXGJAOIJSROTTN
36,37,Compound 52,212779-48-1,True,,212779-48-1,2856,Compound 52,2856,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/212779-48-1/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Compound%2052/cids/JSON,2856,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,2856,XZEFMZCNXDQXOZ-UHFFFAOYSA-N,XZEFMZCNXDQXOZ,CC(C)N1C=NC2=C(N=C(N=C21)NCCO)NC3=CC(=CC=C3)Cl,CC(C)N1C=NC2=C(N=C(N=C21)NCCO)NC3=CC(=CC=C3)Cl,XZEFMZCNXDQXOZ-UHFFFAOYSA-N,2-[[6-(3-chloroanilino)-9-propan-2-ylpurin-2-yl]amino]ethanol,XZEFMZCNXDQXOZ-UHFFFAOYSA-N,XZEFMZCNXDQXOZ,CC(C)n1cnc2c(Nc3cccc(Cl)c3)nc(NCCO)nc21,CC(C)n1cnc2c(Nc3cccc(Cl)c3)nc(NCCO)nc21,1,True,True,,XZEFMZCNXDQXOZ
37,38,Compound 56,171745-13-4,True,,171745-13-4,2857,Compound 56,2857,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/171745-13-4/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Compound%2056/cids/JSON,2857,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,2857,YXOXHAUUTIOBDA-UHFFFAOYSA-N,YXOXHAUUTIOBDA,CCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Br)OCC,CCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Br)OCC,YXOXHAUUTIOBDA-UHFFFAOYSA-N,"N-(3-bromophenyl)-6,7-diethoxyquinazolin-4-amine",YXOXHAUUTIOBDA-UHFFFAOYSA-N,YXOXHAUUTIOBDA,CCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCC,CCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCC,1,True,True,,YXOXHAUUTIOBDA
38,39,Cdk2 Inhibitor III,199986-75-9,True,,199986-75-9,6918386,Cdk2 Inhibitor III,6918386,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/199986-75-9/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Cdk2%20Inhibitor%20III/cids/JSON,6918386,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,6918386,NQVIIUBWMBHLOZ-UHFFFAOYSA-N,NQVIIUBWMBHLOZ,CC(C)N1C=NC2=C(N=C(N=C21)N(CCO)CCO)NCC3=CC=C(C=C3)OC,CC(C)N1C=NC2=C(N=C(N=C21)N(CCO)CCO)NCC3=CC=C(C=C3)OC,NQVIIUBWMBHLOZ-UHFFFAOYSA-N,2-[2-hydroxyethyl-[6-[(4-methoxyphenyl)methylamino]-9-propan-2-ylpurin-2-yl]amino]ethanol,NQVIIUBWMBHLOZ-UHFFFAOYSA-N,NQVIIUBWMBHLOZ,COc1ccc(CNc2nc(N(CCO)CCO)nc3c2ncn3C(C)C)cc1,COc1ccc(CNc2nc(N(CCO)CCO)nc3c2ncn3C(C)C)cc1,1,True,True,,NQVIIUBWMBHLOZ
39,40,"Cdk2 Inhibitor IV, NU6140",444723-13-1,True,,444723-13-1,10202471,"Cdk2 Inhibitor IV, NU6140",10202471,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/444723-13-1/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Cdk2%20Inhibitor%20IV%2C%20NU6140/cids/JSON,10202471,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,10202471,XHEQSRJCJTWWAH-UHFFFAOYSA-N,XHEQSRJCJTWWAH,CCN(CC)C(=O)C1=CC=C(C=C1)NC2=NC3=C(C(=N2)OCC4CCCCC4)NC=N3,CCN(CC)C(=O)C1=CC=C(C=C1)NC2=NC3=C(C(=N2)OCC4CCCCC4)NC=N3,XHEQSRJCJTWWAH-UHFFFAOYSA-N,"4-[[6-(cyclohexylmethoxy)-7H-purin-2-yl]amino]-N,N-diethylbenzamide",XHEQSRJCJTWWAH-UHFFFAOYSA-N,XHEQSRJCJTWWAH,CCN(CC)C(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1,CCN(CC)C(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1,1,True,True,,XHEQSRJCJTWWAH
40,41,DNA-PK Inhibitor II,154447-35-5,True,,154447-35-5,9860529,DNA-PK Inhibitor II,9860529,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/154447-35-5/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/DNA-PK%20Inhibitor%20II/cids/JSON,9860529,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,9860529,KKTZALUTXUZPSN-UHFFFAOYSA-N,KKTZALUTXUZPSN,C1COCCN1C2=CC(=O)C3=C(O2)C4=CC=CC=C4C=C3,C1COCCN1C2=CC(=O)C3=C(O2)C4=CC=CC=C4C=C3,KKTZALUTXUZPSN-UHFFFAOYSA-N,2-morpholin-4-ylbenzo[h]chromen-4-one,KKTZALUTXUZPSN-UHFFFAOYSA-N,KKTZALUTXUZPSN,O=c1cc(N2CCOCC2)oc2c1ccc1ccccc12,O=c1cc(N2CCOCC2)oc2c1ccc1ccccc12,1,True,True,,KKTZALUTXUZPSN
41,42,DNA-PK Inhibitor III,404009-40-1,True,,404009-40-1,9859309,DNA-PK Inhibitor III,9859309,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/404009-40-1/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/DNA-PK%20Inhibitor%20III/cids/JSON,9859309,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,9859309,YHKSBKQXCWHTQL-UHFFFAOYSA-N,YHKSBKQXCWHTQL,CC(=O)C1=C(C=C(C=C1)N2CCOCC2)O,CC(=O)C1=C(C=C(C=C1)N2CCOCC2)O,YHKSBKQXCWHTQL-UHFFFAOYSA-N,1-(2-hydroxy-4-morpholin-4-ylphenyl)ethanone,YHKSBKQXCWHTQL-UHFFFAOYSA-N,YHKSBKQXCWHTQL,CC(=O)c1ccc(N2CCOCC2)cc1O,CC(=O)c1ccc(N2CCOCC2)cc1O,1,True,True,,YHKSBKQXCWHTQL
42,43,DNA-PK Inhibitor V,404009-46-7,True,,404009-46-7,16760391,DNA-PK Inhibitor V,16760391,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/404009-46-7/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/DNA-PK%20Inhibitor%20V/cids/JSON,16760391,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,16760391,FALILNHGILFDLC-UHFFFAOYSA-N,FALILNHGILFDLC,C1COCCN1C2=CC(=C(C=C2)C(=O)C3=CC=CC=C3)O,C1COCCN1C2=CC(=C(C=C2)C(=O)C3=CC=CC=C3)O,FALILNHGILFDLC-UHFFFAOYSA-N,(2-hydroxy-4-morpholin-4-ylphenyl)-phenylmethanone,FALILNHGILFDLC-UHFFFAOYSA-N,FALILNHGILFDLC,O=C(c1ccccc1)c1ccc(N2CCOCC2)cc1O,O=C(c1ccccc1)c1ccc(N2CCOCC2)cc1O,1,True,True,,FALILNHGILFDLC
43,44,Diacylglycerol Kinase Inhibitor II,120166-69-0,True,,120166-69-0,657356,Diacylglycerol Kinase Inhibitor II,657356,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/120166-69-0/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Diacylglycerol%20Kinase%20Inhibitor%20II/cids/JSON,657356,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,657356,ZCNBZFRECRPCKU-UHFFFAOYSA-N,ZCNBZFRECRPCKU,C1CN(CCC1=C(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F)CCN4C(=O)C5=CC=CC=C5NC4=S,C1CN(CCC1=C(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F)CCN4C(=O)C5=CC=CC=C5NC4=S,ZCNBZFRECRPCKU-UHFFFAOYSA-N,3-[2-[4-[bis(4-fluorophenyl)methylidene]piperidin-1-yl]ethyl]-2-sulfanylidene-1H-quinazolin-4-one,ZCNBZFRECRPCKU-UHFFFAOYSA-N,ZCNBZFRECRPCKU,O=c1c2ccccc2[nH]c(=S)n1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,O=c1c2ccccc2[nH]c(=S)n1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,1,True,True,,ZCNBZFRECRPCKU
44,45,DMBI,5812-07-7,True,,5812-07-7,3135,DMBI,5353593,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/5812-07-7/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/DMBI/cids/JSON,,unresolved_cas_name_conflict,True,disjoint_candidate_sets,2026-08-10,3135;5353593,UAKWLVYMKBWHMX-RVDMUPIBSA-N;UAKWLVYMKBWHMX-UHFFFAOYSA-N,UAKWLVYMKBWHMX,,,,,,,,,,False,False,UAKWLVYMKBWHMX,UAKWLVYMKBWHMX
45,46,EGFR/ErbB-2 Inhibitor,179248-61-4,True,,179248-61-4,9843206,EGFR/ErbB-2 Inhibitor,,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/179248-61-4/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/EGFR%2FErbB-2%20Inhibitor/cids/JSON,9843206,resolved_unique_cas_name_not_found,False,cas_unique,2026-08-10,9843206,DNOKYISWMVFYFA-UHFFFAOYSA-N,DNOKYISWMVFYFA,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)OCC4=CC=CC=C4)OC,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)OCC4=CC=CC=C4)OC,DNOKYISWMVFYFA-UHFFFAOYSA-N,"6,7-dimethoxy-N-(4-phenylmethoxyphenyl)quinazolin-4-amine",DNOKYISWMVFYFA-UHFFFAOYSA-N,DNOKYISWMVFYFA,COc1cc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2cc1OC,COc1cc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2cc1OC,1,True,True,,DNOKYISWMVFYFA
46,47,EGFR Inhibitor,879127-07-8,True,,879127-07-8,9549299,EGFR Inhibitor,9549299,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/879127-07-8/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/EGFR%20Inhibitor/cids/JSON,9549299,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,9549299,YOHYSYJDKVYCJI-UHFFFAOYSA-N,YOHYSYJDKVYCJI,C1CC1C(=O)NC2=CC=CC(=C2)NC3=NC=NC(=C3)NC4=CC=CC(=C4)C(F)(F)F,C1CC1C(=O)NC2=CC=CC(=C2)NC3=NC=NC(=C3)NC4=CC=CC(=C4)C(F)(F)F,YOHYSYJDKVYCJI-UHFFFAOYSA-N,N-[3-[[6-[3-(trifluoromethyl)anilino]pyrimidin-4-yl]amino]phenyl]cyclopropanecarboxamide,YOHYSYJDKVYCJI-UHFFFAOYSA-N,YOHYSYJDKVYCJI,O=C(Nc1cccc(Nc2cc(Nc3cccc(C(F)(F)F)c3)ncn2)c1)C1CC1,O=C(Nc1cccc(Nc2cc(Nc3cccc(C(F)(F)F)c3)ncn2)c1)C1CC1,1,True,True,,YOHYSYJDKVYCJI
47,48,EGFR/ErbB-2/ErbB-4 Inhibitor,881001-19-0,True,,881001-19-0,11566580,EGFR/ErbB-2/ErbB-4 Inhibitor,,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/881001-19-0/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/EGFR%2FErbB-2%2FErbB-4%20Inhibitor/cids/JSON,11566580,resolved_unique_cas_name_not_found,False,cas_unique,2026-08-10,11566580,DLPSDPPZXRJQOY-UHFFFAOYSA-N,DLPSDPPZXRJQOY,CC#CC(=O)NC1=NC=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl,CC#CC(=O)NC1=NC=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl,DLPSDPPZXRJQOY-UHFFFAOYSA-N,"N-[4-(3-chloro-4-fluoroanilino)pyrido[3,4-d]pyrimidin-6-yl]but-2-ynamide",DLPSDPPZXRJQOY-UHFFFAOYSA-N,DLPSDPPZXRJQOY,CC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,CC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,1,True,True,,DLPSDPPZXRJQOY
