repetition,random_equal_n_residual_pr,random_minus_full_primary_residual_pr,complete_case_minus_random_residual_pr
177,9.3361930748123108,0.033281132095856591,4.634002240179953
178,9.2435738133716363,-0.059338129344817858,4.7266215016206274
179,9.0855294217386646,-0.21738252097778954,4.8846658932535991
180,9.2921806926064203,-0.010731250110033841,4.6780146223858434
181,9.3370813648785855,0.034169422162131369,4.6331139501136782
182,9.142461695336511,-0.16045024737994318,4.8277336196557528
183,9.2798507427020809,-0.023061200014373284,4.6903445722901829
184,9.3726298368966763,0.069717894180222117,4.5975654780955875
185,9.3375988863016168,0.034686943585162666,4.6325964286906469
186,9.3815993115211889,0.078687368804734703,4.5885960034710749
187,9.3575263660144348,0.054614423297980608,4.612668948977829
188,9.2652519551652901,-0.037659987551164065,4.7049433598269736
189,9.2239522270986836,-0.078959715617770598,4.7462430878935802
190,9.374835355636348,0.071923412919893792,4.5953599593559158
191,9.3183018188685409,0.015389876152086757,4.6518934961237228
192,9.4637957542764308,0.16088381155997666,4.5063995607158329
193,9.2294393903815308,-0.073472552334923336,4.7407559246107329
194,9.3407886249497398,0.037876682233285663,4.6294066900425239
195,9.2229559235570449,-0.079956019159409308,4.7472393914352189
196,9.1759148964363266,-0.12699704628012753,4.7942804185559371
197,9.4406361749774863,0.13772423226103214,4.5295591400147774
198,9.3242997389645712,0.021387796248117041,4.6458955760276925
199,9.2533218898349183,-0.04959005288153584,4.7168734251573454
200,9.3336006432441838,0.030688700527729651,4.6365946717480799
201,9.104894270019301,-0.1980176726971532,4.8653010449729628
202,9.3285440325621707,0.025632089845716521,4.6416512824300931
203,9.3049721647142984,0.0020602219978442804,4.6652231502779653
204,9.3516933251979211,0.048781382481466906,4.6185019897943427
205,9.3203572141688511,0.017445271452396938,4.6498381008234126
206,9.233856242616497,-0.069055700099957207,4.7363390723757668
207,9.3358527067979633,0.032940764081509144,4.6343426081943004
208,9.1354250623172835,-0.1674868803991707,4.8347702526749803
209,9.1424228769881619,-0.16048906572829225,4.8277724380041018
210,9.4993635979344546,0.19645165521800045,4.4708317170578091
211,9.4370758083071351,0.13416386559068094,4.5331195066851286
212,9.2844883016104376,-0.018423641106016575,4.6857070133818262
