panel_scope,k,method,metric,observed,random_mean,observed_minus_random_mean,delta_2.5_percentile,delta_97.5_percentile,one_sided_target_panel_p,random_panels
DAVIS,10,sequence_diverse,held_out_top5_overlap,0.6832380952380952,0.6595435238095237,0.023694571428571395,-0.03126190476190481,0.08380952380952378,0.22438780609695153,2000
DAVIS,10,conservative_residual_vina_deim,full_target_r2,0.5097662610984448,0.39989757034718476,0.10986869075126005,-0.024755301081393958,0.4418770184255516,0.08895552223888056,2000
DAVIS,10,conservative_residual_vina_deim,full_mean_row_spearman,0.7151292517006803,0.68789644754744,0.02723280415324028,-0.027392588614393063,0.11508682420336568,0.21539230384807595,2000
DAVIS,10,conservative_residual_vina_deim,full_top5_overlap,0.6527619047619048,0.6442918095238095,0.008470095238095249,-0.047623809523809575,0.08576666666666641,0.4397801099450275,2000
DAVIS,10,conservative_residual_vina_deim,held_out_target_r2,0.22253614207029643,-4.848069147924995,5.070605289995292,0.009147907411116431,18.82677440867808,0.019490254872563718,2000
DAVIS,10,conservative_residual_vina_deim,held_out_mean_row_spearman,0.5420375180375181,0.42388169696969696,0.11815582106782112,0.018352669552669544,0.24269004329004334,0.005997001499250375,2000
DAVIS,10,conservative_residual_vina_deim,held_out_top5_overlap,0.7304761904761905,0.6595435238095237,0.07093266666666669,0.01597619047619049,0.13104761904761908,0.0074962518740629685,2000
PKIS1,3,raw_vina_deim,full_target_r2,0.3621070305738903,0.29672809738950207,0.06537893318438821,-0.027907909540831943,0.16681593734023192,0.07946026986506746,2000
PKIS1,3,raw_vina_deim,full_mean_row_spearman,0.4517836257309941,0.396088253968254,0.05569537176274015,-0.051896407685881385,0.22251075605680842,0.2493753123438281,2000
PKIS1,3,raw_vina_deim,full_top5_overlap,0.47333333333333333,0.4205005555555556,0.05283277777777776,-0.025000000000000022,0.15944444444444444,0.14492753623188406,2000
PKIS1,3,raw_vina_deim,held_out_target_r2,0.24850337879042064,0.17503372271049505,0.07346965607992562,-0.03113235676707457,0.21535193457582538,0.07746126936531735,2000
